Lift	Drag	Velocity	Time (s)
198.175727	50.594698	48.006121	0.000000
198.166748	57.223808	48.006121	0.250000
198.151034	52.565697	48.006121	0.500000
198.184707	58.011759	48.006121	0.750000
198.126340	56.920751	48.006121	1.000000
198.180217	54.841998	48.006121	1.250000
198.175727	53.589359	48.006121	1.500000
198.128585	52.994468	48.006121	1.750000
198.200421	54.240372	48.006121	2.000000
198.162258	52.619574	48.006121	2.250000
198.050014	57.688497	48.006121	2.500000
198.124095	56.931975	48.006121	2.750000
198.126340	52.758756	48.006121	3.000000
197.870425	52.668961	48.006121	3.250000
198.155523	57.859108	48.006121	3.500000
198.061239	52.444474	48.006121	3.750000
198.155523	57.542580	48.006121	4.000000
198.173482	56.153004	48.006121	4.250000
198.162258	57.472989	48.006121	4.500000
198.193686	57.744619	48.006121	4.750000
198.119605	51.146937	48.006121	5.000000
198.146544	56.804017	48.006121	5.250000
198.157768	54.211189	48.006121	5.500000
198.085932	53.919355	48.006121	5.750000
198.155523	55.418931	48.006121	6.000000
198.027566	56.700753	48.006121	6.250000
198.195931	54.978935	48.006121	6.500000
198.204911	53.730786	48.006121	6.750000
198.195931	58.995013	48.006121	7.000000
198.186952	55.454849	48.006121	7.250000
198.231849	57.679518	48.006121	7.500000
198.180217	58.290123	48.006121	7.750000
198.157768	53.852009	48.006121	8.000000
198.186952	58.808689	48.006121	8.250000
198.173482	53.340178	48.006121	8.500000
198.184707	59.421539	48.006121	8.750000
198.175727	55.519950	48.006121	9.000000
198.168993	58.317062	48.006121	9.250000
197.910832	57.428092	48.006121	9.500000
198.191441	56.161984	48.006121	9.750000
198.177972	57.026260	48.006121	10.000000
198.175727	52.406311	48.006121	10.250000
198.184707	61.237642	48.006121	10.500000
198.209400	55.093424	48.006121	10.750000
198.148789	57.446051	48.006121	11.000000
198.016341	54.801590	48.006121	11.250000
198.180217	54.610776	48.006121	11.500000
198.162258	61.087235	48.006121	11.750000
198.162258	54.996894	48.006121	12.000000
198.090422	52.969774	48.006121	12.250000
198.168993	56.559326	48.006121	12.500000
198.184707	58.974809	48.006121	12.750000
198.191441	55.578317	48.006121	13.000000
198.175727	54.797101	48.006121	13.250000
198.189197	57.921964	48.006121	13.500000
198.079198	54.871182	48.006121	13.750000
198.160013	58.040942	48.006121	14.000000
198.189197	53.120181	48.006121	14.250000
198.177972	54.660163	48.006121	14.500000
198.193686	55.221382	48.006121	14.750000
198.119605	51.979785	48.006121	15.000000
198.213890	54.588328	48.006121	15.250000
198.186952	51.737339	48.006121	15.500000
198.202666	59.895207	48.006121	15.750000
198.117361	53.719562	48.006121	16.000000
198.193686	59.333989	48.006121	16.250000
198.182462	56.031781	48.006121	16.500000
198.189197	56.426879	48.006121	16.750000
198.135320	56.213616	48.006121	17.000000
198.171238	55.535664	48.006121	17.250000
198.128585	57.897270	48.006121	17.500000
198.227359	55.329136	48.006121	17.750000
198.139809	59.127461	48.006121	18.000000
198.144299	53.275077	48.006121	18.250000
198.011852	55.535664	48.006121	18.500000
198.193686	59.782964	48.006121	18.750000
198.065729	52.354679	48.006121	19.000000
198.202666	59.690924	48.006121	19.250000
198.148789	51.050408	48.006121	19.500000
198.195931	57.015035	48.006121	19.750000
198.180217	56.263003	48.006121	20.000000
198.146544	53.771194	48.006121	20.250000
198.146544	57.028505	48.006121	20.500000
198.189197	53.908131	48.006121	20.750000
197.991648	54.646694	48.006121	21.000000
198.036545	53.095487	48.006121	21.250000
198.204911	56.536877	48.006121	21.500000
198.050014	54.743224	48.006121	21.750000
197.969199	54.684857	48.006121	22.000000
198.186952	59.163379	48.006121	22.250000
198.173482	54.166291	48.006121	22.500000
198.198176	53.914866	48.006121	22.750000
198.135320	52.686920	48.006121	23.000000
198.148789	54.033844	48.006121	23.250000
