Lift	Drag	Velocity	Time (s)
63.094981	84.707789	48.006121	0.000000
63.357632	89.148148	48.006121	0.250000
63.027635	90.535480	48.006121	0.500000
63.261102	90.872211	48.006121	0.750000
63.431712	90.771191	48.006121	1.000000
62.715598	90.021404	48.006121	1.250000
63.191511	90.192014	48.006121	1.500000
63.344162	91.107922	48.006121	1.750000
62.928861	86.701236	48.006121	2.000000
63.384570	87.186129	48.006121	2.250000
62.607844	84.864930	48.006121	2.500000
63.382325	88.299586	48.006121	2.750000
63.135389	88.279382	48.006121	3.000000
62.915392	88.007753	48.006121	3.250000
62.663966	85.358802	48.006121	3.500000
68.159415	81.261909	48.006121	3.750000
70.981220	88.795703	48.006121	4.000000
71.088974	87.253475	48.006121	4.250000
77.864001	90.403032	48.006121	4.500000
74.947911	88.025712	48.006121	4.750000
79.576839	89.606102	48.006121	5.000000
74.283429	92.257297	48.006121	5.250000
77.480128	85.489005	48.006121	5.500000
75.313825	86.333077	48.006121	5.750000
77.114214	89.044884	48.006121	6.000000
74.871585	87.572247	48.006121	6.250000
79.352352	87.693470	48.006121	6.500000
74.943421	92.050769	48.006121	6.750000
70.570409	90.858741	48.006121	7.000000
82.690478	85.673085	48.006121	7.250000
85.842280	90.917108	48.006121	7.500000
85.997176	90.005690	48.006121	7.750000
86.006156	92.378520	48.006121	8.000000
85.956769	87.044702	48.006121	8.250000
88.634902	87.570002	48.006121	8.500000
97.475212	93.184430	48.006121	8.750000
107.936321	84.981664	48.006121	9.000000
108.189991	93.195654	48.006121	9.250000
108.322439	83.951267	48.006121	9.500000
108.344887	87.361229	48.006121	9.750000
108.378561	87.152456	48.006121	10.000000
108.320194	87.100824	48.006121	10.250000
108.468355	85.226355	48.006121	10.500000
112.365455	85.518188	48.006121	10.750000
111.413629	89.377125	48.006121	11.000000
111.254243	91.978933	48.006121	11.250000
111.290161	90.046097	48.006121	11.500000
114.181557	89.651000	48.006121	11.750000
112.937898	87.118783	48.006121	12.000000
111.629137	90.266095	48.006121	12.250000
114.397065	87.053682	48.006121	12.500000
111.853624	91.916077	48.006121	12.750000
109.808545	92.275256	48.006121	13.000000
113.002999	90.560173	48.006121	13.250000
124.047774	91.166289	48.006121	13.500000
134.311334	89.543246	48.006121	13.750000
151.125433	90.165076	48.006121	14.000000
151.603591	92.106891	48.006121	14.250000
151.201759	88.914681	48.006121	14.500000
152.315216	88.360198	48.006121	14.750000
150.887477	89.693652	48.006121	15.000000
152.687865	87.947141	48.006121	15.250000
152.523989	90.216708	48.006121	15.500000
152.009913	84.669626	48.006121	15.750000
177.909013	91.130371	48.006121	16.000000
209.442745	92.264032	48.006121	16.250000
222.671782	94.300132	48.006121	16.500000
243.688283	93.970135	48.006121	16.750000
261.341965	96.791941	48.006121	17.000000
265.515184	93.954421	48.006121	17.250000
265.510694	93.981360	48.006121	17.500000
265.364778	95.934399	48.006121	17.750000
265.420899	94.371968	48.006121	18.000000
265.564571	96.910919	48.006121	18.250000
265.524164	97.413771	48.006121	18.500000
265.416410	94.356254	48.006121	18.750000
283.590902	96.457455	48.006121	19.000000
318.287660	110.914437	48.006121	19.250000
345.601030	115.078677	48.006121	19.500000
347.679782	114.611743	48.006121	19.750000
350.622811	116.066421	48.006121	20.000000
351.745248	115.664589	48.006121	20.250000
354.259505	115.637650	48.006121	20.500000
364.590411	112.422992	48.006121	20.750000
395.625781	124.356737	48.006121	21.000000
420.413669	124.150209	48.006121	21.250000
422.667522	125.162646	48.006121	21.500000
422.694460	125.746313	48.006121	21.750000
422.678746	121.642685	48.006121	22.000000
422.768541	123.043486	48.006121	22.250000
422.658542	121.716766	48.006121	22.500000
422.851601	122.414922	48.006121	22.750000
436.195127	122.322882	48.006121	23.000000
470.261075	137.583529	48.006121	23.250000
495.246512	142.086744	48.006121	23.500000
498.366886	142.607555	48.006121	23.750000
506.073535	142.192253	48.006121	24.000000
506.401286	144.984875	48.006121	24.250000
510.484710	143.004897	48.006121	24.500000
520.357662	147.032200	48.006121	24.750000
541.679466	161.639589	48.006121	25.000000
557.380108	161.401632	48.006121	25.250000
557.411537	161.327551	48.006121	25.500000
557.494597	161.361224	48.006121	25.750000
557.824593	162.048155	48.006121	26.000000
557.880715	161.655303	48.006121	26.250000
560.576808	161.848362	48.006121	26.500000
567.486527	162.714883	48.006121	26.750000
591.396670	170.594387	48.006121	27.000000
616.373127	184.492396	48.006121	27.250000
624.645484	185.415039	48.006121	27.500000
624.636505	187.022368	48.006121	27.750000
624.739769	184.788719	48.006121	28.000000
624.735279	183.794241	48.006121	28.250000
625.399762	183.807710	48.006121	28.500000
648.041551	194.349634	48.006121	28.750000
667.475417	207.300306	48.006121	29.000000
669.643965	206.869291	48.006121	29.250000
669.601312	206.660517	48.006121	29.500000
669.670903	206.972555	48.006121	29.750000
669.623761	206.873780	48.006121	30.000000
669.626006	206.714394	48.006121	30.250000
669.637230	206.766027	48.006121	30.500000
681.101797	211.172712	48.006121	30.750000
690.442713	228.141708	48.006121	31.000000
683.526260	228.287624	48.006121	31.250000
685.209914	227.778038	48.006121	31.500000
678.769374	226.399686	48.006121	31.750000
684.821551	227.127025	48.006121	32.000000
689.800680	227.650080	48.006121	32.250000
679.871606	225.723979	48.006121	32.500000
683.564422	227.012537	48.006121	32.750000
693.118602	228.539050	48.006121	33.000000
693.271253	240.450347	48.006121	33.250000
689.838843	248.448829	48.006121	33.500000
673.478208	248.540869	48.006121	33.750000
680.998532	249.456777	48.006121	34.000000
669.520497	250.276156	48.006121	34.250000
664.637898	239.927291	48.006121	34.500000
677.736732	247.443126	48.006121	34.750000
676.924088	245.799879	48.006121	35.000000
683.705849	245.678656	48.006121	35.250000
682.758513	244.372140	48.006121	35.500000
671.985367	244.789686	48.006121	35.750000
686.565818	251.117983	48.006121	36.000000
670.333141	246.199466	48.006121	36.250000
682.635045	244.051123	48.006121	36.500000
680.628128	247.178231	48.006121	36.750000
669.884166	247.128844	48.006121	37.000000
687.515399	248.879845	48.006121	37.250000
674.272893	246.138855	48.006121	37.500000
685.847458	247.330882	48.006121	37.750000
