Lift	Drag	Velocity	Time (s)
139.564337	33.318155	48.006121	0.000000
136.055600	36.916687	48.006121	0.250000
132.800534	33.071219	48.006121	0.500000
135.420301	32.624490	48.006121	0.750000
139.119852	31.371850	48.006121	1.000000
134.969082	33.441623	48.006121	1.250000
134.872552	30.750021	48.006121	1.500000
138.107414	32.108169	48.006121	1.750000
137.032120	34.409164	48.006121	2.000000
135.171120	30.103497	48.006121	2.250000
135.548259	33.998352	48.006121	2.500000
137.950273	34.319369	48.006121	2.750000
138.273535	35.051197	48.006121	3.000000
136.060090	29.719624	48.006121	3.250000
134.598678	35.367725	48.006121	3.500000
132.508701	34.855893	48.006121	3.750000
133.979093	32.992649	48.006121	4.000000
135.853562	34.546101	48.006121	4.250000
135.451729	36.719138	48.006121	4.500000
134.573984	30.238190	48.006121	4.750000
137.094977	33.374277	48.006121	5.000000
132.941961	36.207307	48.006121	5.250000
133.909502	35.549559	48.006121	5.500000
132.138297	31.695112	48.006121	5.750000
132.450334	34.074678	48.006121	6.000000
134.661534	29.674726	48.006121	6.250000
135.471933	31.800621	48.006121	6.500000
135.691931	32.182250	48.006121	6.750000
137.923335	35.724659	48.006121	7.000000
134.731125	37.641781	48.006121	7.250000
133.321345	32.698570	48.006121	7.500000
131.714016	37.776473	48.006121	7.750000
133.860115	32.909589	48.006121	8.000000
140.879833	32.224902	48.006121	8.250000
135.550504	34.945688	48.006121	8.500000
132.268500	34.725691	48.006121	8.750000
134.082357	36.267919	48.006121	9.000000
134.477455	31.104711	48.006121	9.250000
137.795377	29.973295	48.006121	9.500000
136.172334	33.279993	48.006121	9.750000
134.378680	33.953454	48.006121	10.000000
138.006395	33.719988	48.006121	10.250000
137.831295	29.973295	48.006121	10.500000
136.657226	31.001446	48.006121	10.750000
136.273353	30.069824	48.006121	11.000000
132.620945	29.607380	48.006121	11.250000
135.254181	28.226783	48.006121	11.500000
139.382502	32.144087	48.006121	11.750000
139.166994	31.261852	48.006121	12.000000
133.552567	36.090574	48.006121	12.250000
136.098253	34.927729	48.006121	12.500000
139.835967	31.439197	48.006121	12.750000
134.957857	36.418325	48.006121	13.000000
135.117243	33.470807	48.006121	13.250000
137.247628	33.778354	48.006121	13.500000
134.751329	33.592030	48.006121	13.750000
133.702973	29.230242	48.006121	14.000000
137.094977	30.947569	48.006121	14.250000
133.386446	34.094881	48.006121	14.500000
135.328261	33.300196	48.006121	14.750000
138.100680	36.521589	48.006121	15.000000
137.135384	34.476510	48.006121	15.250000
135.528055	33.340604	48.006121	15.500000
134.459496	35.468744	48.006121	15.750000
137.939049	34.029780	48.006121	16.000000
137.649460	32.712040	48.006121	16.250000
134.825410	33.675090	48.006121	16.500000
134.142969	35.812209	48.006121	16.750000
134.578474	34.278961	48.006121	17.000000
139.593520	35.408132	48.006121	17.250000
134.205825	33.751416	48.006121	17.500000
136.448453	29.656767	48.006121	17.750000
136.841306	30.581655	48.006121	18.000000
134.270926	33.360808	48.006121	18.250000
135.388873	33.059995	48.006121	18.500000
139.294952	34.997320	48.006121	18.750000
133.532363	38.829319	48.006121	19.000000
138.688836	26.944961	48.006121	19.250000
133.851135	34.269982	48.006121	19.500000
135.155406	35.610171	48.006121	19.750000
135.198059	32.494287	48.006121	20.000000
137.860478	35.030994	48.006121	20.250000
139.043526	29.010244	48.006121	20.500000
138.655163	32.043068	48.006121	20.750000
135.586422	33.120607	48.006121	21.000000
135.326017	33.913047	48.006121	21.250000
136.935591	32.983669	48.006121	21.500000
139.036792	31.558175	48.006121	21.750000
134.699697	33.787334	48.006121	22.000000
141.274930	38.227693	48.006121	22.250000
133.440323	32.296738	48.006121	22.500000
135.718869	33.843456	48.006121	22.750000
134.423578	39.516250	48.006121	23.000000
135.112754	33.342849	48.006121	23.250000
136.544983	40.497259	48.006121	23.500000
135.442750	31.430217	48.006121	23.750000
134.982551	34.961402	48.006121	24.000000
137.027630	31.032875	48.006121	24.250000
136.924366	34.748140	48.006121	24.500000
135.783971	32.290004	48.006121	24.750000
135.647033	29.926152	48.006121	25.000000
136.001723	32.925303	48.006121	25.250000
134.472965	33.827742	48.006121	25.500000
135.213773	33.922026	48.006121	25.750000
136.479881	32.114903	48.006121	26.000000
139.919027	35.477723	48.006121	26.250000
135.328261	29.831868	48.006121	26.500000
133.756850	29.050652	48.006121	26.750000
131.350346	32.873671	48.006121	27.000000
134.041949	31.973476	48.006121	27.250000
137.990681	31.344912	48.006121	27.500000
133.999297	28.996775	48.006121	27.750000
136.116212	34.481000	48.006121	28.000000
140.668814	31.053079	48.006121	28.250000
133.817462	30.622063	48.006121	28.500000
135.047652	35.527110	48.006121	28.750000
135.705400	33.796313	48.006121	29.000000
133.413385	29.028203	48.006121	29.250000
132.216867	30.004723	48.006121	29.500000
135.139692	32.224902	48.006121	29.750000
138.401493	37.430763	48.006121	30.000000
134.336028	34.770588	48.006121	30.250000
134.282151	32.272045	48.006121	30.500000
133.687259	38.101980	48.006121	30.750000
133.920726	33.098158	48.006121	31.000000
136.866000	33.807538	48.006121	31.250000
136.598860	40.697053	48.006121	31.500000
132.840942	33.003873	48.006121	31.750000
139.315156	34.339573	48.006121	32.000000
141.613906	33.057750	48.006121	32.250000
133.734402	35.286909	48.006121	32.500000
141.488193	30.925121	48.006121	32.750000
135.644789	34.126310	48.006121	33.000000
139.384747	32.750203	48.006121	33.250000
133.175428	34.079167	48.006121	33.500000
136.432739	35.280174	48.006121	33.750000
137.667419	34.770588	48.006121	34.000000
135.990499	37.594639	48.006121	34.250000
138.872916	34.045494	48.006121	34.500000
134.502148	33.883863	48.006121	34.750000
136.621308	30.983487	48.006121	35.000000
131.460345	32.451634	48.006121	35.250000
134.825410	33.183463	48.006121	35.500000
134.731125	32.777141	48.006121	35.750000
135.346220	35.109564	48.006121	36.000000
134.811941	36.687710	48.006121	36.250000
132.122583	36.622609	48.006121	36.500000
133.837666	32.188984	48.006121	36.750000
133.417875	35.385683	48.006121	37.000000
138.197209	36.050166	48.006121	37.250000
137.187016	30.790428	48.006121	37.500000
139.180464	37.740555	48.006121	37.750000
136.511310	34.097126	48.006121	38.000000
134.715411	35.300378	48.006121	38.250000
138.935772	38.344426	48.006121	38.500000
132.115848	32.716529	48.006121	38.750000
135.433771	35.385683	48.006121	39.000000
138.260066	38.328712	48.006121	39.250000
140.902281	29.019224	48.006121	39.500000
136.637022	33.780599	48.006121	39.750000
132.555843	36.032207	48.006121	40.000000
132.266255	32.615510	48.006121	40.250000
137.992926	35.206094	48.006121	40.500000
138.028844	33.603254	48.006121	40.750000
137.220689	31.930824	48.006121	41.000000
133.835421	35.226298	48.006121	41.250000
