Lift	Drag	Velocity	Time (s)
18.179562	7.306811	48.006121	0.000000
17.854055	9.102710	48.006121	0.250000
17.744056	12.647364	48.006121	0.500000
18.145888	14.445508	48.006121	0.750000
18.026910	13.464498	48.006121	1.000000
18.496089	9.964741	48.006121	1.250000
17.200797	14.142450	48.006121	1.500000
18.253642	14.108777	48.006121	1.750000
18.368131	12.443081	48.006121	2.000000
18.534251	10.626979	48.006121	2.250000
16.370194	19.123823	48.006121	2.500000
18.572414	10.588816	48.006121	2.750000
18.132419	8.404554	48.006121	3.000000
18.408539	11.224115	48.006121	3.250000
16.994269	9.073527	48.006121	3.500000
18.204255	6.947632	48.006121	3.750000
18.226704	10.317186	48.006121	4.000000
18.150378	11.145544	48.006121	4.250000
15.175921	10.674121	48.006121	4.500000
18.175072	12.838179	48.006121	4.750000
16.785495	10.837997	48.006121	5.000000
18.269356	10.615754	48.006121	5.250000
18.161603	14.943870	48.006121	5.500000
18.186296	9.544950	48.006121	5.750000
15.059188	8.788428	48.006121	6.000000
16.868556	15.422027	48.006121	6.250000
17.836096	11.895332	48.006121	6.500000
17.306306	10.308207	48.006121	6.750000
16.644068	10.245350	48.006121	7.000000
17.124471	15.659984	48.006121	7.250000
18.457926	8.581899	48.006121	7.500000
17.952829	7.549258	48.006121	7.750000
18.150378	13.435315	48.006121	8.000000
17.845075	9.695356	48.006121	8.250000
18.386090	16.140387	48.006121	8.500000
17.732832	9.870456	48.006121	8.750000
17.432019	15.325498	48.006121	9.000000
17.672220	7.897213	48.006121	9.250000
17.696914	8.846794	48.006121	9.500000
15.294900	9.675152	48.006121	9.750000
17.988747	8.209250	48.006121	10.000000
17.353448	10.584326	48.006121	10.250000
18.285071	11.852679	48.006121	10.500000
17.041411	12.963892	48.006121	10.750000
18.015686	12.950422	48.006121	11.000000
17.454468	11.500234	48.006121	11.250000
18.433232	9.675152	48.006121	11.500000
18.002217	7.888234	48.006121	11.750000
18.065073	12.683282	48.006121	12.000000
17.362428	7.495381	48.006121	12.250000
18.096501	9.111689	48.006121	12.500000
16.866311	12.292674	48.006121	12.750000
17.815892	12.586753	48.006121	13.000000
17.521814	12.521652	48.006121	13.250000
18.289560	13.790005	48.006121	13.500000
17.629568	11.787578	48.006121	13.750000
18.538741	8.673939	48.006121	14.000000
16.213053	12.429612	48.006121	14.250000
18.444457	7.782725	48.006121	14.500000
18.289560	11.347583	48.006121	14.750000
17.342224	12.775322	48.006121	15.000000
18.202010	13.599191	48.006121	15.250000
17.196307	10.651672	48.006121	15.500000
17.014472	9.230668	48.006121	15.750000
18.107726	12.263491	48.006121	16.000000
17.957319	9.540460	48.006121	16.250000
17.503855	13.424090	48.006121	16.500000
16.828148	10.052291	48.006121	16.750000
17.402835	11.226360	48.006121	17.000000
17.568956	14.973053	48.006121	17.250000
18.457926	13.567762	48.006121	17.500000
18.228949	12.126554	48.006121	17.750000
18.388335	7.522319	48.006121	18.000000
17.521814	12.247777	48.006121	18.250000
18.089767	11.639416	48.006121	18.500000
17.874259	12.741649	48.006121	18.750000
17.975278	14.384896	48.006121	19.000000
18.417518	8.976997	48.006121	19.250000
17.544262	14.160409	48.006121	19.500000
18.437722	11.403705	48.006121	19.750000
18.267112	12.887566	48.006121	20.000000
18.051604	10.319431	48.006121	20.250000
17.625078	14.982032	48.006121	20.500000
17.407325	11.762884	48.006121	20.750000
18.291805	10.272289	48.006121	21.000000
18.446701	11.013097	48.006121	21.250000
18.121195	15.159377	48.006121	21.500000
18.536496	14.528568	48.006121	21.750000
18.413028	10.424940	48.006121	22.000000
18.136909	10.449634	48.006121	22.250000
18.370376	11.556356	48.006121	22.500000
18.338948	8.278841	48.006121	22.750000
18.038135	9.441686	48.006121	23.000000
15.802241	14.447753	48.006121	23.250000
18.161603	10.447389	48.006121	23.500000
17.829361	7.921907	48.006121	23.750000
18.074052	12.083901	48.006121	24.000000
18.226704	13.673271	48.006121	24.250000
