Lift	Drag	Velocity	Time (s)
108.333663	26.509455	48.006121	0.000000
108.401009	26.139051	48.006121	0.250000
108.371826	26.504966	48.006121	0.500000
108.407744	26.502721	48.006121	0.750000
108.418968	26.507211	48.006121	1.000000
108.394275	26.684556	48.006121	1.250000
108.396520	26.756392	48.006121	1.500000
108.403254	25.741709	48.006121	1.750000
108.383050	26.549863	48.006121	2.000000
108.371826	26.547618	48.006121	2.250000
108.425703	26.504966	48.006121	2.500000
108.374071	26.724963	48.006121	2.750000
108.365091	26.531904	48.006121	3.000000
108.239378	26.464558	48.006121	3.250000
108.293255	26.531904	48.006121	3.500000
108.340398	26.525170	48.006121	3.750000
108.288766	26.518435	48.006121	4.000000
108.349377	26.491496	48.006121	4.250000
108.396520	26.444354	48.006121	4.500000
108.374071	26.493741	48.006121	4.750000
108.347132	26.529659	48.006121	5.000000
108.401009	26.552108	48.006121	5.250000
108.333663	26.531904	48.006121	5.500000
108.389785	26.576802	48.006121	5.750000
108.398764	26.592516	48.006121	6.000000
108.270807	26.554353	48.006121	6.250000
108.394275	27.225570	48.006121	6.500000
108.401009	26.127827	48.006121	6.750000
108.174277	23.824587	48.006121	7.000000
108.257337	27.434343	48.006121	7.250000
108.414479	26.042522	48.006121	7.500000
108.369581	27.028021	48.006121	7.750000
108.360602	26.446599	48.006121	8.000000
108.106931	26.498231	48.006121	8.250000
108.299990	26.518435	48.006121	8.500000
108.360602	26.500476	48.006121	8.750000
108.374071	26.684556	48.006121	9.000000
108.317949	26.480272	48.006121	9.250000
108.398764	26.527414	48.006121	9.500000
108.383050	26.527414	48.006121	9.750000
108.387540	26.536394	48.006121	10.000000
108.349377	26.549863	48.006121	10.250000
108.401009	26.460068	48.006121	10.500000
108.221419	26.534149	48.006121	10.750000
108.387540	26.489252	48.006121	11.000000
108.396520	26.529659	48.006121	11.250000
108.383050	26.540884	48.006121	11.500000
108.169787	26.538639	48.006121	11.750000
108.360602	26.527414	48.006121	12.000000
108.389785	26.552108	48.006121	12.250000
108.335908	26.518435	48.006121	12.500000
108.326928	26.504966	48.006121	12.750000
108.398764	26.354559	48.006121	13.000000
108.405499	25.945992	48.006121	13.250000
108.378561	26.489252	48.006121	13.500000
108.356112	26.352314	48.006121	13.750000
107.958769	26.504966	48.006121	14.000000
108.405499	26.513945	48.006121	14.250000
108.374071	26.513945	48.006121	14.500000
108.317949	26.493741	48.006121	14.750000
108.403254	26.565577	48.006121	15.000000
108.407744	26.482517	48.006121	15.250000
108.282031	26.502721	48.006121	15.500000
108.315704	26.513945	48.006121	15.750000
108.371826	26.487007	48.006121	16.000000
108.414479	26.547618	48.006121	16.250000
108.383050	26.531904	48.006121	16.500000
108.403254	26.493741	48.006121	16.750000
108.392030	26.504966	48.006121	17.000000
108.383050	26.307417	48.006121	17.250000
108.389785	26.534149	48.006121	17.500000
108.389785	26.527414	48.006121	17.750000
108.365091	26.487007	48.006121	18.000000
108.356112	26.493741	48.006121	18.250000
108.367336	26.520680	48.006121	18.500000
108.351622	26.742922	48.006121	18.750000
108.389785	26.529659	48.006121	19.000000
108.311214	26.473538	48.006121	19.250000
108.331418	26.531904	48.006121	19.500000
108.403254	26.500476	48.006121	19.750000
107.875709	26.504966	48.006121	20.000000
108.394275	26.531904	48.006121	20.250000
108.383050	26.435375	48.006121	20.500000
108.380805	26.437620	48.006121	20.750000
108.378561	26.545373	48.006121	21.000000
108.351622	26.538639	48.006121	21.250000
108.436927	26.525170	48.006121	21.500000
108.396520	26.471293	48.006121	21.750000
108.398764	26.484762	48.006121	22.000000
108.326928	26.547618	48.006121	22.250000
108.396520	26.518435	48.006121	22.500000
108.351622	26.507211	48.006121	22.750000
