Lift	Drag	Velocity	Time (s)
85.132900	70.764883	48.006121	0.000000
86.066767	71.449569	48.006121	0.250000
86.012890	71.355284	48.006121	0.500000
86.098196	71.355284	48.006121	0.750000
85.983707	71.402427	48.006121	1.000000
87.458589	71.418141	48.006121	1.250000
91.241200	72.677515	48.006121	1.500000
86.993900	73.966072	48.006121	1.750000
85.563916	71.402427	48.006121	2.000000
88.686534	69.292246	48.006121	2.250000
101.545167	73.620361	48.006121	2.500000
81.972119	70.634680	48.006121	2.750000
77.648493	67.363900	48.006121	3.000000
86.010646	71.283448	48.006121	3.250000
85.153104	69.240614	48.006121	3.500000
84.385357	68.151850	48.006121	3.750000
85.168818	67.530021	48.006121	4.000000
86.122889	71.404672	48.006121	4.250000
83.613121	67.808385	48.006121	4.500000
86.039829	71.541609	48.006121	4.750000
85.678404	70.740189	48.006121	5.000000
82.439052	71.310387	48.006121	5.250000
86.349621	72.215071	48.006121	5.500000
85.925340	72.628127	48.006121	5.750000
86.452885	69.619997	48.006121	6.000000
85.831056	68.057566	48.006121	6.250000
86.118399	71.314877	48.006121	6.500000
98.278877	71.337325	48.006121	6.750000
100.725788	80.334777	48.006121	7.000000
85.963503	69.646936	48.006121	7.250000
85.034126	67.673693	48.006121	7.500000
86.241867	70.578558	48.006121	7.750000
103.794530	71.564058	48.006121	8.000000
92.776693	72.953634	48.006121	8.250000
90.459984	71.341815	48.006121	8.500000
90.089580	70.475294	48.006121	8.750000
87.263285	71.492222	48.006121	9.000000
87.712259	74.172600	48.006121	9.250000
88.062459	69.808567	48.006121	9.500000
86.205949	71.537119	48.006121	9.750000
91.887723	72.331804	48.006121	10.000000
100.492322	72.583230	48.006121	10.250000
98.440508	71.822218	48.006121	10.500000
87.344100	71.420386	48.006121	10.750000
85.792893	71.359774	48.006121	11.000000
94.339125	70.834474	48.006121	11.250000
97.910718	72.980572	48.006121	11.500000
100.876195	79.540091	48.006121	11.750000
85.734526	70.084686	48.006121	12.000000
82.046200	68.205727	48.006121	12.250000
85.961258	69.449387	48.006121	12.500000
85.945544	70.324888	48.006121	12.750000
85.936565	70.349581	48.006121	13.000000
85.967993	69.862444	48.006121	13.250000
86.084726	71.629159	48.006121	13.500000
86.369825	69.099187	48.006121	13.750000
85.709833	70.381009	48.006121	14.000000
86.053298	71.252020	48.006121	14.250000
79.585819	67.033904	48.006121	14.500000
83.664753	68.376338	48.006121	14.750000
85.483100	70.706516	48.006121	15.000000
83.835364	70.347336	48.006121	15.250000
85.586365	67.666958	48.006121	15.500000
87.290223	72.248744	48.006121	15.750000
86.598802	71.267734	48.006121	16.000000
85.310245	70.886106	48.006121	16.250000
85.530243	70.488763	48.006121	16.500000
86.780637	71.669567	48.006121	16.750000
